title,artist,lyrics,audio_path,genius_url,preview_url,lastfm_tags,vibe,fetch_errors,sources,spotify_id,kaggle_track_name,kaggle_artist,album,valence,energy,tempo,danceability,acousticness,instrumentalness,speechiness,liveness,key,mode,label_source
Blank Space,Taylor Swift,"Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there and I thought
""Oh, my God, look at that face
You look like my next mistake
Love's a game, wanna play?"" Ayy
New money, suit and tie
I can read you like a magazine
Ain't it funny? Rumors fly
And I know you heard about me
So, hey, let's be friends
I'm dying to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend

So it's gonna be forever
Or it's gonna go down in flames?
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, mm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name

Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the king, baby, I'm your queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come, oh, no
Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second guessing, like
""Oh, my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause, darling, I'm a nightmare dressed like a daydream

So it's gonna be forever
Or it's gonna go down in flames?
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless (Oh)
We'll take this way too far
It'll leave you breathless (Oh-oh), mm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane (Insane)
But I've got a blank space, baby
And I'll write your name

Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya

So it's gonna be forever
Or it's gonna go down in flames?
You can tell me when it's over (Over), mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane (I'm insane)
'Cause you know I love the players
And you love the game (And you love the game)
'Cause we're young and we're reckless (Yeah)
We'll take this way too far (Ooh)
It'll leave you breathless, mm
Or with a nasty scar (With a nasty scar)
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name",,https://genius.com/Taylor-swift-blank-space-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ABlank+Space+artist%3ATaylor+Swift&type=track&limit=5,genius,1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,Taylor Swift,1989 (Deluxe),0.57,0.703,95.997,0.76,0.103,0.0,0.054,0.0913,5.0,1.0,kaggle
Blinding Lights,The Weeknd,"Yeah

I've been tryna call
I've been on my own for long enough
Maybe you can show me how to love, maybe
I'm goin' through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby

I look around and
Sin City's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch (Touch)
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
Hey, hey, hey

I'm running out of time
'Cause I can see the sun light up the sky
So I hit the road in overdrive, baby, oh

The city's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

And I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch (Touch)
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust

I'm just coming back to let you know (Back to let you know)
I could never say it on the phone (Say it on the phone)
Will never let you go this time (Ooh)

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch (Touch)
Hey, hey, hey
Hey, hey, hey

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch",,https://genius.com/The-weeknd-blinding-lights-lyrics,,,aggressive,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ABlinding+Lights+artist%3AThe+Weeknd&type=track&limit=5,genius,0sf12qNH5qcw8qpgymFOqD,Blinding Lights,The Weeknd,Blinding Lights,0.345,0.796,171.017,0.513,0.00147,0.000209,0.0629,0.0938,1.0,1.0,kaggle
Otro Trago,Sech,"Sigue aquí tomándose otro trago
Su ex-novio con otra está (Ah-ah)
Los amigos subieron un estado (Ah-ah-ah, ah-ah)
Que hoy de farra se van
Te cambió aún siendo mejor que ella (No-no-no-no, no-oh-oh)
Por mujeres y un par de botellas (No-no-no-no, no-oh-oh)
Por amigos que no son amigos en verdá' (En verdá'; ice)
Porque sé que te van a escribir cuando él se va
(Everybody go to the discotek)

Y ahora a lo oscuro y sin disimulo (Eso e' así)
Olvidando la' pena' la pillé (Ah)
Ahora hace lo que quiere cuando quiere (Oh-oh)
Y si no quiere, eres otro que se jode también (Here we go again!)

Cuando el DJ pone la música (Eso e' así)
Ella baila como nunca (Pa' que sepa)
Y ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)
Olvidando la' pena' la pillé (¡Ra-ta-ta-tá!)
Cuando el DJ pone la música
Ella baila como nunca (The Real Rondón)
Ahora hace lo que quiere cuando quiere
Y si no quiere, eres otro que se jode también
(Woh, woh, stop that shit, nigga)

Ahora pa' ella los días son grise' (Eso e' así)
Porque su' mañana' no son felice' (¡Ah!)
Lo que eran beso', ahora son cicatrice' (Pa' que sepa)
Está soltera y pa' la calle dice (¡Ra-ta-ta-tá!)
Deja que yo te coja y te monte en la Mercede' roja (Eso e' así)
Voy a que eso abajo se te moja (Se te moja; ¡ah!)
Pa' que conmigo 'tés sonrojá' (Here we go again!)
Mientra' de to' lo malo te despoja
Hazle las maleti', que hace tiempo que se olvidó de ti (Eso e' así)
Yo quiero financiarte, ma', yo quiero darte el peti' (Oh-oh)
Tú 'tás linda con tu cuerpecito petite (¡Ah!)
Y esa barriguita con más cuadrito que Tetri'
Baby, what you look?
Mañana, desayunamo' Froot Loops (Oh my god!)
Yo voy a darte y eso lo' sabe' tú (¡Ah!)
Entramo' al cuarto, pero no apague' la lu'
Que yo vo'a castigarte e' por tu mala actitud (Hi, sweety; listen)

Cuando el DJ pone la música (Eso e' así)
Ella baila como nunca (Pa' que sepa)
Y ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)
Olvidando la' pena' la pillé
Cuando el DJ pone la música (¡Ra-ta-ta-tá!)
Ella baila como nunca (The Real Rondón)
Ahora hace lo que quiere cuando quiere
Y si no quiere, eres otro que se jode también

Cuando el DJ pone la música, música (-ca)
Ella se va hasta abajo con toda su gang (Woh, oh)
Ahora baila, fuma, toma sola
Llega a la casa y no le dicen na'
Qué vida, pa' que nunca se le acabe a ella ('Tá)
'Tá borracha, pero pide otra botella (Ah-ah-ah)
Es que a esa hora tiene la nota en alta
La felicidad en ella resalta

Y ahora a lo oscuro y sin disimulo (Eso e' así)
Olvidando la' pena' la pillé (Ah)
Ahora hace lo que quiere cuando quiere (Oh-oh)
Y si no quiere, eres otro que se jode también (Here we go again!)

Cuando el DJ pone la música (Eso e' así)
Ella baila como nunca (Pa' que sepa)
Y ahora a lo oscuro (Oh-oh), y sin disimulo (Oh-oh)
Olvidando la' pena' la pillé
Cuando el DJ pone la música (¡Ra-ta-ta-tá!)
Ella baila como nunca (The Real Rondón)
Ahora hace lo que quiere cuando quiere
Y si no quiere, eres otro que se jode también

The Real Rondón
Sech (Sech)
La verdadera vuelta, ¿oíste, baby?
Panamá and Puerto Rico
Dímelo Flow, -ow-ow-ow-ow
Stop that shit, nigga
Sech
Oye, baby, dile al noviecito tuyo
Que él e' el de la verdadera vuelta, sí, pero en el Uber",,https://genius.com/Sech-otro-trago-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AOtro+Trago+artist%3ASech&type=track&limit=5,genius,1Ej96GIBCTvgH7tNX1r3qr,Otro Trago,Sech,Sueños,0.62,0.7,176.036,0.747,0.136,0.000167,0.341,0.11,0.0,1.0,kaggle
La Cartera,Farruko,"Pásalo
Jamaica, Jamaica
Jamaica, Jamaica
Siempre que tú me ve' (Huh)
Ando con la combi entera (Ah-ah)
Ready pa' lo que sea, bebé (¡Blep!)

Baby, tú sabe' que yo
Ando siempre con la cartera-tera
Dale, prende otro blunt (Blunt)
Que el krippy ya está en la cartera-tera
Y si quiere' sentir presión (Yeh-eh)
La corta está en la cartera-tera
Baby, ya esto se jodió (Jodió)
Vamo' a guayar la noche entera-tera
Baby, tú sabe' que yo (Yo)
Siempre ando con la cartera-tera
Dale, prende otro blunt (Blunt)
Que hay krippy dentro 'e la cartera
Y si (Quiere' meter presión; yeh)
Pue', la herramienta está adentro 'e la cartera, beba
Ya esto se jodió (-dió)
Vamo' a guayar la noche entera-tera

(Yeh, yeh, yeh, yeh, yeh, yeh)
Saca, prende y sorprende
Dile a to' esta gente que pa' mí to' el año es 4/20
Las moña' violeta' y crujiente'
Enrola otro bate, que llegó Clemente
Y métele con candela, Bunny, métele con candela
El krippy 'tá en la cartera, billete' hasta en la suela, yeh
Baby, como la nota, trépate (Trépate)
Que ya yo me arrebaté, ¡yeh!
La cartera Gucci o Supreme
Cabrone' que me tiran y no tienen torque pa' subirse al ring
Hoy ando medio travieso
Tu mujer quiere de mi aderezo porque sabe que

Yo ando siempre con la cartera-tera
Dale, prende otro blunt (Blunt)
Que el krippy ya está en la cartera-tera
Y si quiere' sentir presión (Yeh-eh)
La corta está en la cartera-tera
Baby, ya esto se jodió (Jodió)
Vamo' a guayar la noche entera-tera
Baby, tú sabe' que yo (Yo)
Siempre ando con la cartera-tera
Dale, prende otro blunt (Blunt)
Que hay krippy dentro 'e la cartera
Y si (Quiere' meter presión; yeh-eh)
Pue', la herramienta está adentro 'e la cartera, beba
Ya esto se jodió (-dió)
Vamo' a guayar la noche entera-tera-tera

(Pri-yah-yah-yah-yah)
Y pasa la papa caliente (¡Pu!)
Si se apaga, otro se prende (¡Pu!)
Ya el arrebato se siente
Y el humo ya está en el ambiente (Pu-pum)
Hoy se quema, rasta gangalee, 4/20
Ando más azota'o que los timbale' 'e Tito Puente
Pri-yah-yah-yah, enrola aquí, prende el phillie
Que de aquí salgo en el Banshee bien vola'o haciendo wheelie'
Aquí la' moñas son verde' como el Wason & Harley
Y hoy vamo' a quemar to' el mundo a nombre de Bob Marley
La cartera es Louis y es 100% en piel
Y adentro tengo la' moña', la paca y las Cartier
Que tu gato lo coja suave y no se vaya a envolver
Que andamo' ready, no la dejamo' caer
(Yah-yah-yah-yah-yah)

Laramercy gang
Yah-yah-yah, ¡Farru!
Guayo-yeh, guayo-yeh
Lo' bluntes
Lo' gangsters que prendan lo' bluntes
Vamo' a quemar como se supone
Aquí to' el mundo va a quemar
Pri, yah-yah-yah
Y pa'l carajo la mente sana (Pu-pu-pu-pum)
Yo lo que quiero e' marihuana (Yah-yah-yah)
Y pa'l carajo la mente sana (Pu-pu-pu-pum)
Yo lo que quiero e' marihuana (Marihuana)
Bule mind selecta

Baby, tú sabe' que yo
Ando siempre con la cartera-tera
Dale, prende otro blunt (Blunt)
Que el krippy ya está en la cartera-tera
Y si quiere' sentir presión (Yeh-eh)
La corta está en la cartera-tera
Baby, ya esto se jodió (Jodió)
Vamo' a guayar la noche entera-tera
Baby, tú sabe' que yo (Yo)
Siempre ando con la cartera-tera
Dale, prende otro blunt (Blunt)
Que hay krippy dentro 'e la cartera
Y si (Quiere' meter presión; yeh-eh)
Pue', la herramienta está dentro 'e la cartera, beba
Ya esto se jodió (-dió)
Vamo' a guayar la noche entera-tera (-tera)

Pri-yah-yah-yah, ¡Farru!
(Yeh-yeh-yeh)
Lanzai Bad Bunny
Bad Bunny, baby, bebé
Dímelo Flow
Karloff
Sharo Towers
White Star
Pri-yah-yah-yah, ¡blep!
One blunt
Laramercy gang
(Four twenty, 420)
Rastafari
Gangalee
Gangalee
Jajajaja",,https://genius.com/Farruko-and-bad-bunny-la-cartera-lyrics,,,energetic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ALa+Cartera+artist%3AFarruko&type=track&limit=5,genius,1g2Z2lOrwayOzDqOc8EfbR,La Cartera,Farruko,Gangalee,0.636,0.796,87.985,0.771,0.0385,9.35e-06,0.0798,0.218,10.0,0.0,kaggle
Someone You Loved,Lewis Capaldi,"I'm going under, and this time, I fear there's no one to save me
This all or nothing really got a way of driving me crazy
I need somebody to hear,  somebody to know
Somebody to have, somebody to hold
It's easy to say, but it's never the same
I guess I kinda liked the way you numbed all the pain

Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

I'm going under, and this time, I fear there's no one to turn to
This all-or-nothing way of loving got me sleeping without you
Now, I need somebody to know, somebody to hear
Somebody to have, just to know how it feels
It's easy to say, but it's never the same
I guess I kinda like the way you help me escape

Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

And I tend to close my eyes when it hurts sometimes
I fall into your arms
I'll be safe in your sound till I come back around

For now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
But now the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved",,https://genius.com/Lewis-capaldi-someone-you-loved-lyrics,,,chill,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ASomeone+You+Loved+artist%3ALewis+Capaldi&type=track&limit=5,genius,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0.446,0.405,109.891,0.501,0.751,0.0,0.0319,0.105,1.0,1.0,kaggle
Stitches,Shawn Mendes,"I thought that I'd been hurt before
But no one's ever left me quite this sore
Your words cut deeper than a knife
Now I need someone to breathe me back to life

Got a feeling that I'm goin' under
But I know that I'll make it out alive
If I quit calling you my lover
And move on

You watch me bleed until I can't breathe, shaking
Falling onto my knees
And now that I'm without your kisses
I'll be needin' stitches
Trippin' over myself, aching
Begging you to come help
And now that I'm without your kisses
I'll be needin' stitches

Just like a moth drawn to a flame
Oh, you lured me in, I couldn't sense the pain
Your bitter heart, cold to the touch
Now I'm gonna reap what I sow
I'm left seein' red on my own

Got a feeling that I'm goin' under
But I know that I'll make it out alive
If I quit calling you my lover
And move on

You watch me bleed until I can't breathe, shaking
Falling onto my knees
And now that I'm without your kisses
I'll be needin' stitches
Trippin' over myself, aching
Begging you to come help
And now that I'm without your kisses
I'll be needin' stitches

Needle and the thread, gotta get you outta my head
Needle and the thread, gonna wind up dead
Needle and the thread, gotta get you outta my head
Needle and the thread, gonna wind up dead (Gonna wind up dead)
Needle and the thread, gotta get you outta my head (Gotta get you outta my head)
Needle and the thread, gonna wind up dead (Wind up dead)
Needle and the thread, gotta get you outta my head
Get you outta my head

You watch me bleed until I can't breathe, shaking
Falling onto my knees (Falling onto my knees)
And now that I'm without your kisses (Without you)
I'll be needin' stitches (I'll be needin' stitches)
Trippin' over myself, aching
Begging you to come help (Begging, baby, please)
And now that I'm without your kisses (Without your kisses)
I'll be needin' stitches (And I'll be)

Now that I'm without your kisses
Yeah, I'll be needin' stitches (And I'll be)
And now that I'm without your kisses
Yeah, I'll be needin' stitches",,https://genius.com/Shawn-mendes-stitches-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3AStitches+artist%3AShawn+Mendes&type=track&limit=5,genius,3zkWCteF82vJwv0hRLba76,Stitches,Shawn Mendes,Handwritten,0.764,0.754,149.882,0.746,0.0152,0.0,0.067,0.0486,1.0,1.0,kaggle
Believer,Imagine Dragons,"First things first, I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second things second, don't you tell me what you think that I could be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

I was broken from a young age, taking my sulkin' to the masses
Writing my poems for the few that look at me, took to me, shook at me, feelin' me
Singing from heartache from the pain, taking my message from the veins
Speaking my lesson from the brain, seeing the beauty through the

Pain! You made me a, you made me a believer, believer
Pain! You break me down, you build me up, believer, believer
Pain, oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from
Pain! You made me a, you made me a believer, believer

Third things third, send a prayer to the ones up above
All the hate that you've heard has turned your spirit to a dove, oh-ooh
Your spirit up above, oh-ooh

I was chokin' in the crowd, building my rain up in the cloud
Falling like ashes to the ground, hoping my feelings, they would drown
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down like

Pain! You made me a, you made me a believer, believer
Pain! You break me down, you build me up, believer, believer
Pain, oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from
Pain! You made me a, you made me a believer, believer

Last things last, by the grace of the fire and the flames
You're the face of the future, the blood in my veins, oh-ooh
The blood in my veins, oh-ooh

But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down like

Pain! You made me a, you made me a believer, believer
Pain! You break me down, you build me up, believer, believer
Pain, oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from
Pain! You made me a, you made me a believer, believer",,https://genius.com/Imagine-dragons-believer-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ABeliever+artist%3AImagine+Dragons&type=track&limit=5,genius,5VKSZDsidOFHrtlJb33Syo,Believer,Imagine Dragons,Evolve,0.722,0.78,124.953,0.784,0.0492,0.0,0.102,0.118,10.0,0.0,kaggle
Nota de Amor,Wisin,"W
(Oh, oh-oh, uoh-oh, oh)
Carlos Vives
(D.Y.)
Daddy-Daddy
Siriri Daddy-Daddy
Siriri Daddy-Daddy
Preciosa

Hoy te tengo que decir
Que el amor en ti encontré
Que eres tú la mujer que me hace feliz
Me cura el dolor, mi otra mitad
Es una adicción y yo quiero más (¡Suelta el ritmo!)

Vivo en la luna por ti
Vuelo sin alas por ti (¡Su-Sumba!)
No hay quien me quite esta nota
Que estoy sintiendo por ti (Woh-woh-woh-woh-woh)
Vivo en la luna por ti (Duro)
Siento mil cosas por ti (Hey)
No se me pasa esta nota (Una fiesta latina, que no pare el ritmo)
Que estoy sintiendo por ti (Woh-woh-woh-woh-woh)
Que estoy sintiendo por ti (Un junte inesperado; ¡ay ombe!)
Que estoy sintiendo por ti (Suéltalo; ¡Doble-Doble-Doble U!)

Mami, dame un poco (Heh)
De lo que tú tienes (Heh)
Mami, háblame claro (Heh)
Dime qué tú quieres (W)
Me da un beso, me sube los decibeles
Ella es mi súperheroe, tiene poderes
Mi súper estrella
Me da un beso y deja la huella
Desde ese día me muero por ella
Prepara la paella, abre la botella (Heh)
Dentro de la casa su brillo destella
La reina de mi castillo
Caminando por el pasillo
Con la ropa interior color amarillo
Ella se lo merece
En el bolsillo ya tengo el anillo (Es muy sencillo)
Si fallo, le pido perdón y me arrodillo
(Carlos Vives!)

Vivo en la luna por ti
Vuelo sin alas por ti (Come on!)
No hay quien me quite esta nota
Que estoy sintiendo por ti (Woh-woh-woh-woh-woh; Go)
Vivo en la luna por ti (Duro)
Siento mil cosas por ti (Hey)
No se me pasa esta nota
Que estoy sintiendo por ti (Woh-woh-woh-woh; es contigo)
Que estoy sintiendo por ti (Oh, oh-oh, uoh-oh, oh; usted es la jefa)
(Señores, Daddy Yankee; oye)

Tú haces que yo me enamore
Que olvide las otras flore'
Que tengo de mil colore'
Ninguna florece como tú, ay, ma'
Voy solo, pero con todo (Go)
No te me escapas ni aunque este mundo se acabe (-cabe)
Y cada beso en mi memoria que se grabe (Grabe)
Pa' conocer cosas de ti, que nadie sabe
Somos loco' (Heh)
A que no te atreve' (¿Qué?)
A hacer conmigo todo lo que dice que no debes (Heh)
Lo que tengo es una nota, que hace que me eleve (Heh)
Oh-oh-oh, que me durará forever (Daddy Yankee)
Trato de cerrar un trato (Yep)
¿Dónde pongo la firma para sellar el contrato? (Sí)
Porque ni los diamantes, pulsera', lo que pesa mi chequera
Vale más que bailar contigo un vallenato (Wuh-uh-uh)
Tu boca me intoxi'
No tuve que buscar a la proxi'
Supiste noquearme sin el boxing (Ajá)
Avanza, dame la cura para caer en tu sobredosi'
Rápido ma', que siguiri Daddy Yankee 'tá pa' ti, oh sí

Hoy te tengo que decir
Que el amor en ti encontré
Que eres tú la mujer, que me hace feliz
Me cura el dolor, mi otra mitad
Es una adicción y yo quiero más (¡Suelta el ritmo!)

Vivo en la luna por ti
Vuelo sin alas por ti
No hay quien me quite esta nota
Que estoy sintiendo por ti (Woh-woh-woh-woh-woh)
Vivo en la luna por ti (Duro)
Siento mil cosas por ti (Hey)
No se me pasa esta nota (Una fiesta latina, que no pare el ritmo)
Que estoy sintiendo por ti (Woh-woh-woh-woh-woh)
Que estoy sintiendo por ti (Oh, oh-oh, uoh-oh, oh; junte inesperado)
Que estoy sintiendo por ti",,https://genius.com/Wisin-nota-de-amor-lyrics,,,energetic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ANota+de+Amor+artist%3AWisin&type=track&limit=5,genius,4YW2Fr25fHwUt6qgvM1iE1,Nota de Amor,Wisin,Los Vaqueros: La Trilogía,0.602,0.929,97.99,0.806,0.263,0.0,0.121,0.0622,10.0,1.0,kaggle
Location,Khalid,"Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (Place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you
(Do not need nothing else but you)

At times I wonder why I fool with you
But this is new to me, this is new to you
Initially, I didn't wanna fall for you
Gather my attention it was all for you, so don't
Take advantage, don't leave my heart damaged
I understand that things go a little bit better when you plan it oh, so won't you

Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through
Send me your location
Let's ride the vibrations
I don't need nothing else but you
(I don't need nothing else but you)

I don't wanna fall in love off of subtweets, so
Let's get personal
I got a lot of cool spots that we can go
Tell me what's the move and I got you
I'm only acting like this 'cause I like you
Just give me the vibe to slide in
Oh, I might make you mine by the night, and

Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (Place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you
(I don't need nothing else but you)

Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
(I don't need nothing else but you)
Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
Nothing else but you
Do, do, do, do, do, do
Oh, oh, mmm, mmm, mmm, mmm
Oh, oh, oh
Oh, oh, oh, mmm, mmm, mmm
Do, do, do, do, do, do, do, do
Do, do, do, do, do, do, do
I don't need nothing else but you",,https://genius.com/Khalid-location-lyrics,,,melancholic,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ALocation+artist%3AKhalid&type=track&limit=5,genius,1WIfWj5skn5UUZTs4cEFBe,Location,Khalid,Location,0.311,0.436,80.028,0.799,0.283,0.000105,0.379,0.0968,1.0,0.0,kaggle
Dance Monkey,Tones and I,"They say, ""Oh my god, I see the way you shine
Take your hands, my dear, and place them both in mine""
You know you stopped me dead while I was passing by
And now I beg to see you dance just one more time

Ooh, I see you, see you, see you every time
And oh my, I, I, I like your style
You, you make me, make me, make me wanna cry
And now I beg to see you dance just one more time

So they say
""Dance for me, dance for me, dance for me, oh-oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you’re done, I'll make you do it all again""

I said, ""Oh my god, I see you walking by
Take my hands, my dear, and look me in my eyes""
Just like a monkey, I've been dancin’ my whole life
But you just beg to see me dance just one more time

Ooh, I see you, see you, see you every time
And oh my, I, I, I like your style
You, you make me, make me, make me wanna cry
And now I beg to see you dance just one more time

So they say
""Dance for me, dance for me, dance for me, oh-oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you're done, I'll make you do it all again""
They say
""Dance for me, dance for me, dance for me, oh-oh-oh, oh-oh, oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you're done, I'll make you do it all again""

Ooh, ooh, ooh, ooh, ooh
Oh-oh, oh-oh, oh
Ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ah-ah, ah-ah

They say
""Dance for me, dance for me, dance for me, oh-oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you’re done, I’ll make you do it all again""
They say
""Dance for me, dance for me, dance for me, oh-oh-oh, oh-oh, oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you’re done, I'll make you do it all again
All again""",,https://genius.com/Tones-and-i-dance-monkey-lyrics,,,uplifting,Spotify: 429 Client Error: Too Many Requests for url: https://api.spotify.com/v1/search?q=track%3ADance+Monkey+artist%3ATones+and+I&type=track&limit=5,genius,5ZULALImTm80tzUbYQYM9d,Dance Monkey,Tones and I,The Kids Are Coming,0.513,0.588,98.027,0.824,0.692,0.000104,0.0924,0.149,6.0,0.0,kaggle
